narration,amount,merchant,merchant_frequency,is_recurring,cadence
IMPS-OYO-REF231614,13880.1,OYO,30,0,one-time
RECURRING-MONTHLY-NEFT-Groww-REF743418,22784.38,Groww,31,1,monthly
RECURRING-MONTHLY-NEFT-Zerodha-REF908032,33124.62,Zerodha,32,1,monthly
RTGS-ZOMATO-REF769216,424.09,Zomato,28,0,one-time
RECURRING-MONTHLY-UPI-NETFLIX-0161712286@ybl-270818,827.47,Netflix,47,1,monthly
CARD-HP-REF969373,1010.51,HP,20,0,one-time
NACH-Amazon-REF792741,1786.92,Amazon,39,0,one-time
RECURRING-MONTHLY-NEFT-Reliance-REF332799,1394.64,Reliance,20,1,monthly
RECURRING-WEEKLY-IMPS-ICICI Lombard-REF859085,9970.15,ICICI Lombard,20,1,weekly
RECURRING-QUARTERLY-NACH-Zepto-REF814566,2599.45,Zepto,34,1,quarterly
RECURRING-DAILY-CARD-HDFC Life-REF265099,2454.21,HDFC Life,29,1,daily
IMPS-TATA Power-REF465061,2363.32,TATA Power,20,0,one-time
UPI-LANDLORD-3744808376@okhdfcbank,19607.14,,270,0,one-time
NEFT-EMPLOYER-REF222576,31978.66,,307,0,one-time
NEFT-Zerodha-REF656007,38702.87,Zerodha,37,0,one-time
NACH-SWIGGY-265985,225.69,Swiggy,33,0,one-time
CARD-Google Pay-REF137765,1494.87,Google Pay,20,0,one-time
RECURRING-MONTHLY-IMPS-Vodafone-REF111484,2683.88,Vodafone,20,1,monthly
RECURRING-MONTHLY-NACH-Razorpay-REF370865,9844.82,Razorpay,20,1,monthly
IMPS-PERSON A-054605,1671.93,Indigo,26,0,one-time
RECURRING-MONTHLY-NEFT-Blinkit-REF469159,2318.46,Blinkit,35,1,monthly
UPI-PRIME VIDEO-1141351259@ybl-123143,39866.52,Prime Video,40,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-RTGS-Swiggy-REF724807,229.58,Swiggy,32,1,weekly
RECURRING-MONTHLY-CARD-UberEats-REF561181,345.92,UberEats,29,1,monthly
RECURRING-MONTHLY-RTGS-Starbucks-REF394784,800.33,Starbucks,33,1,monthly
UPI-JOHN DOE-0747551820@okhdfcbank,28200.55,,270,0,one-time
RTGS-ICICI Pru-REF419152,4832.17,ICICI Pru,35,0,one-time
UPI-ZERODHA-5536217435@ybl-224929,4348.12,Zerodha,32,0,one-time
RECURRING-WEEKLY-RTGS-Airtel-REF842292,1232.97,Airtel,35,1,weekly
NACH-HP-REF196413,1542.86,HP,20,0,one-time
RTGS-SHELL-REF781312,1611.09,Shell,38,0,one-time
UPI-Groww-REF272114,43150.31,Groww,26,0,one-time
UPI-JANE SMITH-2380555919@okhdfcbank,44094.53,,270,0,one-time
RECURRING-QUARTERLY-IMPS-Myntra-REF558911,2417.62,Myntra,36,1,quarterly
RECURRING-MONTHLY-NACH-Udemy-REF616251,4676.26,Udemy,37,1,monthly
CARD-51736581,39264.61,Prime Video,45,0,one-time
NACH-Zerodha-REF473080,7924.95,Zerodha,32,0,one-time
RTGS-OYO-REF659357,11826.78,OYO,30,0,one-time
CARD-Cure.fit-REF247675,1067.82,Cure.fit,20,0,one-time
RTGS-IOC-REF562791,1705.17,IOC,20,0,one-time
RECURRING-MONTHLY-UPI-JOHN DOE-7505606044@okhdfcbank,25010.29,,270,1,monthly
RECURRING-QUARTERLY-NACH-Airtel-REF278336,1654.33,Airtel,35,1,quarterly
RTGS-Google Pay-REF428202,901.92,Google Pay,20,0,one-time
RECURRING-MONTHLY-CARD-Zomato-REF708290,627.37,Zomato,28,1,monthly
RECURRING-QUARTERLY-RTGS-Zomato-REF402418,285.78,Zomato,28,1,quarterly
CARD-44330729,19675.05,,270,0,one-time
RECURRING-MONTHLY-UPI-LIC-9755344761@ybl-637844,4898.4,LIC,25,1,monthly
RTGS-Netflix-REF481272,846.62,Netflix,47,0,one-time
NACH-Byju's-REF932878,1757.59,Byju's,20,0,one-time
UPI-Spotify-REF656868,843.46,Spotify,48,0,one-time
UPI-Upstox-REF746108,11590.36,Upstox,20,0,one-time
UPI-BIGBASKET-4499263254@ybl-273359,501.12,BigBasket,36,0,one-time
NEFT-OYO-REF854306,9519.91,OYO,30,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-CARD-Moneycontrol-REF707545,51155.94,Moneycontrol,22,1,monthly
RECURRING-MONTHLY-UPI-ICICI PRU-7302066593@ybl-674253,11689.96,ICICI Pru,29,1,monthly
RTGS-Airtel-REF164185,4173.24,Airtel,35,0,one-time
RECURRING-MONTHLY-UPI-JOHN DOE-1115712479@okhdfcbank,17665.57,,270,1,monthly
RECURRING-DAILY-RECURRING-MONTHLY-NACH-1mg-REF419783,7610.8,1mg,20,1,daily
UPI-ICICI Pru-REF425147,2273.4,ICICI Pru,35,0,one-time
RTGS-BANK-REF983110,25142.74,,270,0,one-time
NACH-Kuvera-REF640860,30576.52,Kuvera,27,0,one-time
RECURRING-MONTHLY-RTGS-Myntra-REF442174,4046.53,Myntra,36,1,monthly
IMPS-Kuvera-REF625881,32011.53,Kuvera,27,0,one-time
RECURRING-MONTHLY-RTGS-Fortis-REF826270,3024.97,Fortis,32,1,monthly
RTGS-AIRTEL-REF138129,36654.34,Airtel,35,0,one-time
RECURRING-WEEKLY-UPI-Hotstar-REF171205,615.96,Hotstar,20,1,weekly
NACH-PROVIDER-862445,15084.36,,270,0,one-time
RECURRING-MONTHLY-UPI-NETFLIX-6028817678@ybl-868572,576.46,Netflix,47,1,monthly
NACH-Google Pay-REF104965,3220.7,Google Pay,20,0,one-time
RECURRING-MONTHLY-RECURRING-QUARTERLY-IMPS-Myntra-REF558911,2381.14,Myntra,36,1,monthly
NACH-Ola-REF823561,9567.58,Ola,20,0,one-time
IMPS-Uber-REF523784,12049.52,Uber,20,0,one-time
UPI-HDFC Life-REF177120,6728.13,HDFC Life,29,0,one-time
UPI-Byju's-REF757459,4517.99,Byju's,20,0,one-time
RECURRING-MONTHLY-UPI-UberEats-REF219106,447.52,UberEats,29,1,monthly
IMPS-PhonePe-REF902285,2674.57,PhonePe,20,0,one-time
RECURRING-MONTHLY-IMPS-Apollo-REF538858,4954.18,Apollo,38,1,monthly
RTGS-AMAZON-REF124999,24623.14,Amazon,39,0,one-time
NACH-Moneycontrol-REF691939,36518.66,Moneycontrol,20,0,one-time
IMPS-Skyscanner-REF346702,7044.92,Skyscanner,29,0,one-time
CARD-Indigo-REF535571,2000.57,Indigo,38,0,one-time
CARD-19018734,417.18,BigBasket,36,0,one-time
RECURRING-QUARTERLY-RECURRING-WEEKLY-CARD-Indigo-REF863216,1117.04,Indigo,29,1,quarterly
UPI-Reliance-REF118454,1764.35,Reliance,20,0,one-time
NACH-BESCOM-REF767029,1128.97,BESCOM,29,0,one-time
RECURRING-MONTHLY-IMPS-Kuvera-REF746838,8297.74,Kuvera,30,1,monthly
NEFT-PhonePe-REF210902,3457.75,PhonePe,20,0,one-time
IMPS-PERSON B-775789,1757.16,Indigo,32,0,one-time
RECURRING-MONTHLY-UPI-Unacademy-REF651491,4199.84,Unacademy,20,1,monthly
RTGS-MYNTRA-REF778416,11710.46,Myntra,31,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-Reliance-REF759561,1777.47,Reliance,20,1,monthly
IMPS-TATA Power-REF465061,2050.84,TATA Power,19,0,one-time
RECURRING-QUARTERLY-NACH-Medibuddy-REF996515,1374.65,Medibuddy,19,1,quarterly
RECURRING-MONTHLY-CARD-08164758,12417.11,KFC,37,1,monthly
UPI-ZOMATO-4584588436@ybl-698180,207.0,Zomato,28,0,one-time
RECURRING-WEEKLY-IMPS-LIC-REF856554,2423.33,LIC,23,1,weekly
RECURRING-MONTHLY-NEFT-PhonePe-REF325479,4362.91,PhonePe,20,1,monthly
UPI-JANE SMITH-1799399069@okhdfcbank,31862.95,,270,0,one-time
IMPS-Vodafone-REF909822,2444.47,Vodafone,20,0,one-time
IMPS-PERSON B-741666,1237.22,Shell,33,0,one-time
RECURRING-MONTHLY-NEFT-Skyscanner-REF646686,4448.2,Skyscanner,29,1,monthly
IMPS-Kuvera-REF858669,20163.0,Kuvera,27,0,one-time
UPI-Flipkart-REF830578,2203.16,Flipkart,24,0,one-time
RECURRING-MONTHLY-UPI-BESCOM-REF551142,4567.87,BESCOM,32,1,monthly
CARD-49526834,44971.15,,314,0,one-time
UPI-GROWW-9484034250@ybl-258620,7868.09,Groww,31,0,one-time
RECURRING-MONTHLY-UPI-NETFLIX-1055937934@ybl-651281,887.29,Netflix,47,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-NEFT-IRCTC-REF390733,9894.84,IRCTC,20,1,monthly
NEFT-Swiggy-REF253572,224.44,Swiggy,33,0,one-time
RECURRING-DAILY-RECURRING-MONTHLY-UPI-JANE SMITH-5400432098@okhdfcbank,19254.84,,301,1,daily
IMPS-Shell-REF672714,1135.98,Shell,38,0,one-time
UPI-Groww-REF122866,45644.54,Groww,31,0,one-time
CARD-Ola-REF616736,10643.9,Ola,19,0,one-time
RECURRING-QUARTERLY-RTGS-Ola-REF929796,9832.74,Ola,20,1,quarterly
RECURRING-MONTHLY-UPI-ICICI PRU-6937102756@ybl-234661,14803.3,ICICI Pru,35,1,monthly
NEFT-ICICI Lombard-REF754261,3195.91,ICICI Lombard,20,0,one-time
RTGS-NETFLIX-REF099115,3592.25,Netflix,43,0,one-time
NEFT-UDEMY-REF752358,30835.2,Udemy,39,0,one-time
NEFT-BookMyShow-REF470047,871.14,BookMyShow,20,0,one-time
IMPS-Udemy-REF830551,1458.78,Udemy,39,0,one-time
IMPS-PERSON A-874116,16238.59,,270,0,one-time
NEFT-SKYSCANNER-REF174946,7509.64,Skyscanner,29,0,one-time
RTGS-UDEMY-REF544955,41208.21,Udemy,39,0,one-time
UPI-Jio-REF735713,3434.01,Jio,26,0,one-time
UPI-Paytm-REF878620,704.3,Paytm,20,0,one-time
UPI-Bajaj Allianz-REF542793,9654.79,Bajaj Allianz,20,0,one-time
IMPS-PERSON B-328129,673.56,Swiggy,33,0,one-time
RECURRING-QUARTERLY-NACH-LinkedIn Learning-REF104487,3704.92,LinkedIn Learning,17,1,quarterly
IMPS-PERSON B-775789,1757.16,Indigo,32,0,one-time
RECURRING-MONTHLY-NACH-Udemy-REF616251,4676.26,Udemy,32,1,monthly
RECURRING-MONTHLY-UPI-HDFC LIFE-1749560089@ybl-674827,5018.8,HDFC Life,29,1,monthly
RTGS-AIRTEL-REF122330,5787.07,Airtel,35,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-NACH-KFC-REF534967,1868.6,KFC,37,1,weekly
RECURRING-WEEKLY-RECURRING-MONTHLY-UPI-Unacademy-REF651491,4199.84,Unacademy,20,1,weekly
CARD-Apollo-REF361283,8111.85,Apollo,40,0,one-time
IMPS-Udemy-REF417999,1539.24,Udemy,39,0,one-time
CARD-15485475,50772.43,Myntra,36,0,one-time
RECURRING-MONTHLY-RTGS-Amazon-REF464809,3091.98,Amazon,39,1,monthly
UPI-LANDLORD-0434532157@okhdfcbank,50217.79,,270,0,one-time
RECURRING-QUARTERLY-RECURRING-MONTHLY-UPI-NETFLIX-4746618860@ybl-954417,830.17,Netflix,47,1,quarterly
NEFT-SHELL-REF931833,1542.25,Shell,38,0,one-time
IMPS-PERSON B-079174,460.8,KFC,37,0,one-time
RECURRING-MONTHLY-UPI-SPOTIFY-2088836418@ybl-801638,989.8,Spotify,48,1,monthly
NEFT-MYNTRA-REF336550,29933.6,Myntra,36,0,one-time
UPI-Indigo-REF257024,1732.39,Indigo,32,0,one-time
RECURRING-MONTHLY-CARD-1mg-REF535979,2837.16,1mg,20,1,monthly
RTGS-Zomato-REF557354,1348.17,Zomato,28,0,one-time
RECURRING-DAILY-RECURRING-MONTHLY-RTGS-Indigo-REF780805,1720.44,Indigo,32,1,daily
NEFT-Spotify-REF881398,942.98,Spotify,48,0,one-time
NEFT-Vodafone-REF332790,3171.11,Vodafone,20,0,one-time
RECURRING-MONTHLY-UPI-ICICI Pru-REF795179,4314.49,ICICI Pru,35,1,monthly
NACH-OYO-REF301180,13852.03,OYO,30,0,one-time
RECURRING-MONTHLY-CARD-08164758,12417.11,KFC,37,1,monthly
RTGS-Paytm-REF116115,1340.27,Paytm,20,0,one-time
NACH-ICICI Lombard-REF398095,2152.39,ICICI Lombard,18,0,one-time
NACH-Moneycontrol-REF691939,36518.66,Moneycontrol,20,0,one-time
UPI-Amazon-REF992991,1131.86,Amazon,39,0,one-time
RECURRING-QUARTERLY-RTGS-MakeMyTrip-REF586459,3594.17,MakeMyTrip,31,1,quarterly
RECURRING-DAILY-IMPS-Starbucks-REF959549,631.58,Starbucks,33,1,daily
NACH-Ola-REF823561,10389.44,Ola,20,0,one-time
RECURRING-WEEKLY-UPI-Uber-REF600131,6580.46,Uber,20,1,weekly
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-JANE SMITH-4095724861@okhdfcbank,98080.89,,283,1,monthly
RECURRING-DAILY-IMPS-Udemy-REF901180,2186.71,Udemy,39,1,daily
RECURRING-MONTHLY-NEFT-Spotify-REF419935,809.94,Spotify,48,1,monthly
RECURRING-MONTHLY-CARD-HDFC Life-REF144793,9033.04,HDFC Life,29,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-RTGS-Airtel-REF623647,1384.13,Airtel,35,1,monthly
UPI-AMAZON-9055176154@ybl-857151,20433.94,Amazon,39,0,one-time
NEFT-Unacademy-REF750033,3004.89,Unacademy,20,0,one-time
RTGS-Coursera-REF300454,4148.02,Coursera,31,0,one-time
RECURRING-QUARTERLY-NEFT-ICICI Lombard-REF763261,8121.95,ICICI Lombard,20,1,quarterly
NEFT-Moneycontrol-REF834069,42946.98,Moneycontrol,20,0,one-time
RECURRING-WEEKLY-UPI-Coursera-REF955589,534.83,Coursera,31,1,weekly
IMPS-PERSON B-175127,9974.03,Coursera,31,0,one-time
RECURRING-MONTHLY-RTGS-Starbucks-REF292179,1561.86,Starbucks,33,1,monthly
NEFT-Fortis-REF694437,6320.58,Fortis,32,0,one-time
IMPS-PERSON B-757188,9591.56,,270,0,one-time
IMPS-PERSON A-509557,279.67,,270,0,one-time
RECURRING-MONTHLY-UPI-ICICI PRU-4459657385@ybl-607636,3887.58,ICICI Pru,35,1,monthly
UPI-Myntra-REF629697,3057.31,Myntra,36,0,one-time
NACH-Apollo-REF532100,4099.08,Apollo,38,0,one-time
NACH-PayU-REF618658,43361.15,PayU,20,0,one-time
RECURRING-MONTHLY-UPI-BigBasket-REF692829,2397.25,BigBasket,36,1,monthly
UPI-Spotify-REF656868,843.46,Spotify,48,0,one-time
RECURRING-MONTHLY-IMPS-Starbucks-REF316006,804.79,Starbucks,33,1,monthly
RTGS-Ola-REF900342,6659.98,Ola,20,0,one-time
RECURRING-MONTHLY-CARD-Netflix-REF235519,299.12,Netflix,39,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-RTGS-Swiggy-REF724807,242.43,Swiggy,33,1,monthly
RECURRING-WEEKLY-NEFT-Caltex-REF397108,1236.12,Caltex,20,1,weekly
NEFT-Vodafone-REF332790,3171.11,Vodafone,20,0,one-time
NEFT-Starbucks-REF932085,1171.01,Starbucks,33,0,one-time
UPI-UDEMY-9269913060@ybl-407982,44016.91,Udemy,39,0,one-time
IMPS-Netflix-REF635245,788.02,Netflix,52,0,one-time
UPI-GROWW-6558232971@ybl-847802,8939.73,Groww,31,0,one-time
RECURRING-WEEKLY-IMPS-Razorpay-REF912620,29300.25,Razorpay,20,1,weekly
IMPS-PERSON A-874116,16238.59,,271,0,one-time
CARD-22714336,21246.69,Skyscanner,29,0,one-time
RECURRING-MONTHLY-UPI-JOHN DOE-6980137521@okhdfcbank,11931.11,,270,1,monthly
NEFT-ICICI Pru-REF636686,5147.38,ICICI Pru,35,0,one-time
UPI-Indigo-REF593294,1194.63,Indigo,32,0,one-time
IMPS-PERSON B-961368,3620.85,,251,0,one-time
UPI-Zepto-REF158924,2940.0,Zepto,34,0,one-time
NACH-HDFC Life-REF816780,9078.16,HDFC Life,29,0,one-time
RECURRING-DAILY-NEFT-Practo-REF195715,4452.38,Practo,20,1,daily
NEFT-SHELL-REF543270,685.42,Shell,38,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-NEFT-Unacademy-REF999127,1239.53,Unacademy,18,1,monthly
UPI-JOHN DOE-3900143148@okhdfcbank,27347.26,,270,0,one-time
RTGS-NETFLIX-REF029670,32918.78,Netflix,47,0,one-time
RECURRING-MONTHLY-UPI-JANE SMITH-2948470920@okhdfcbank,18437.51,,270,1,monthly
NEFT-EMPLOYER-REF509400,4343.46,,312,0,one-time
RECURRING-DAILY-RTGS-Groww-REF528213,5581.07,Groww,31,1,daily
CARD-07345522,34918.66,Amazon,39,0,one-time
RECURRING-QUARTERLY-UPI-Coursera-REF561570,3429.73,Coursera,31,1,quarterly
RECURRING-QUARTERLY-NACH-LinkedIn Learning-REF131276,3640.3,LinkedIn Learning,20,1,quarterly
RECURRING-QUARTERLY-NACH-LinkedIn Learning-REF653969,1096.76,LinkedIn Learning,20,1,quarterly
UPI-CRED-9980269039@ybl-728558,12962.79,CRED,37,0,one-time
RECURRING-WEEKLY-NEFT-Bajaj Allianz-REF225826,8475.74,Bajaj Allianz,20,1,weekly
RECURRING-MONTHLY-UPI-LANDLORD-4428714227@okhdfcbank,102494.22,,226,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-NETFLIX-8994520074@ybl-316169,819.69,Netflix,47,1,monthly
UPI-ZERODHA-9087178202@ybl-693465,4760.96,Zerodha,32,0,one-time
RECURRING-MONTHLY-RTGS-Vodafone-REF869080,2011.3,Vodafone,20,1,monthly
RECURRING-MONTHLY-CARD-OYO-REF773364,5740.03,OYO,26,1,monthly
UPI-UDEMY-9386708064@ybl-100846,4368.18,Udemy,39,0,one-time
RECURRING-MONTHLY-UPI-JOHN DOE-2768040250@okhdfcbank,107077.52,,270,1,monthly
RECURRING-MONTHLY-UPI-LANDLORD-6092381096@okhdfcbank,24757.12,,270,1,monthly
UPI-MakeMyTrip-REF845346,2293.94,MakeMyTrip,31,0,one-time
NEFT-PayU-REF314448,9716.9,PayU,20,0,one-time
NACH-PROVIDER-081789,42669.87,,227,0,one-time
RECURRING-DAILY-RECURRING-MONTHLY-UPI-Swiggy-REF474695,868.5,Swiggy,33,1,daily
RECURRING-MONTHLY-CARD-Medibuddy-REF970726,9793.68,Medibuddy,20,1,monthly
IMPS-Hotstar-REF304504,266.8,Hotstar,20,0,one-time
IMPS-PERSON A-278928,30918.9,,270,0,one-time
UPI-KFC-1416514627@ybl-457009,50688.9,KFC,37,0,one-time
UPI-Flipkart-REF550038,2165.46,Flipkart,30,0,one-time
IMPS-PERSON B-991446,33343.62,,270,0,one-time
RECURRING-MONTHLY-CARD-HDFC Life-REF194810,8939.71,HDFC Life,29,1,monthly
NACH-Myntra-REF414855,4067.54,Myntra,36,0,one-time
IMPS-Udemy-REF417999,1539.24,Udemy,39,0,one-time
UPI-IOC-REF874991,1319.05,IOC,20,0,one-time
IMPS-PERSON B-330058,12687.93,,270,0,one-time
NEFT-OYO-REF854306,7193.85,OYO,30,0,one-time
RECURRING-MONTHLY-NACH-Bajaj Allianz-REF607907,4959.38,Bajaj Allianz,20,1,monthly
CARD-HDFC Life-REF508929,4421.03,HDFC Life,29,0,one-time
CARD-Starbucks-REF872554,636.56,Starbucks,33,0,one-time
UPI-Myntra-REF416450,4256.96,Myntra,36,0,one-time
RECURRING-MONTHLY-RTGS-Airtel-REF623647,1384.13,Airtel,35,1,monthly
IMPS-Hotstar-REF304504,266.8,Hotstar,17,0,one-time
UPI-JOHN DOE-2007565470@okhdfcbank,29409.44,,270,0,one-time
IMPS-PERSON B-038598,471.42,Apollo,38,0,one-time
IMPS-Byju's-REF268547,4017.53,Byju's,22,0,one-time
IMPS-Netflix-REF999435,937.4,Netflix,47,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-CARD-Apollo-REF920481,7963.96,Apollo,38,1,weekly
NEFT-Reliance-REF598171,1521.87,Reliance,20,0,one-time
RECURRING-MONTHLY-CARD-BSNL-REF977169,1883.11,BSNL,20,1,monthly
IMPS-PERSON A-604264,1091.38,,270,0,one-time
RTGS-Medibuddy-REF216938,10916.09,Medibuddy,19,0,one-time
RECURRING-DAILY-RECURRING-QUARTERLY-CARD-Unacademy-REF781976,717.54,Unacademy,20,1,daily
NACH-MakeMyTrip-REF841727,11866.98,MakeMyTrip,31,0,one-time
RECURRING-MONTHLY-CARD-Apollo-REF945917,2120.39,Apollo,38,1,monthly
UPI-JOHN DOE-5983766493@okhdfcbank,19474.92,,270,0,one-time
RTGS-Fortis-REF161785,3903.09,Fortis,32,0,one-time
NEFT-Indigo-REF771869,1929.6,Indigo,32,0,one-time
CARD-38226127,42632.87,,270,0,one-time
UPI-Bajaj Allianz-REF298569,8413.37,Bajaj Allianz,20,0,one-time
NACH-Prime Video-REF868168,355.34,Prime Video,40,0,one-time
IMPS-Caltex-REF419729,1500.19,Caltex,20,0,one-time
CARD-Zepto-REF668617,2184.02,Zepto,34,0,one-time
RECURRING-QUARTERLY-RECURRING-MONTHLY-IMPS-1mg-REF268399,6395.21,1mg,20,1,quarterly
RECURRING-QUARTERLY-RECURRING-MONTHLY-UPI-JOHN DOE-0220212633@okhdfcbank,79614.43,,270,1,quarterly
CARD-Bajaj Allianz-REF839551,3001.85,Bajaj Allianz,20,0,one-time
RECURRING-MONTHLY-CARD-Reliance-REF513873,1356.71,Reliance,22,1,monthly
NACH-HP-REF252952,1064.92,HP,20,0,one-time
UPI-ZERODHA-1550134465@ybl-361972,9378.5,Zerodha,32,0,one-time
NEFT-PayU-REF853360,50246.6,PayU,20,0,one-time
CARD-88678330,10886.71,Apollo,38,0,one-time
RECURRING-MONTHLY-UPI-UberEats-REF517154,1430.13,UberEats,29,1,monthly
NACH-BESCOM-948787,39973.63,BESCOM,29,0,one-time
CARD-22714336,21246.69,Skyscanner,29,0,one-time
RECURRING-MONTHLY-UPI-LANDLORD-9585113878@okhdfcbank,73762.19,,270,1,monthly
RECURRING-WEEKLY-IMPS-Spotify-REF320044,232.72,Spotify,57,1,weekly
IMPS-IOC-REF956337,1433.98,IOC,20,0,one-time
RECURRING-MONTHLY-CARD-Fortis-REF594301,5835.31,Fortis,36,1,monthly
RTGS-MYNTRA-REF778416,11710.46,Myntra,36,0,one-time
NEFT-Udemy-REF177230,1754.65,Udemy,39,0,one-time
RECURRING-MONTHLY-UPI-JANE SMITH-5024564424@okhdfcbank,100344.7,,239,1,monthly
UPI-OYO-REF734786,5850.67,OYO,30,0,one-time
RECURRING-MONTHLY-UPI-NETFLIX-7469145098@ybl-459157,933.96,Netflix,47,1,monthly
NACH-APOLLO-977902,30241.3,Apollo,38,0,one-time
RECURRING-WEEKLY-RTGS-LinkedIn Learning-REF751959,2794.66,LinkedIn Learning,20,1,weekly
IMPS-PERSON B-848968,7608.59,Skyscanner,32,0,one-time
CARD-46295612,38797.23,Apollo,38,0,one-time
RECURRING-MONTHLY-IMPS-BookMyShow-REF228986,956.81,BookMyShow,20,1,monthly
CARD-HDFC Life-REF508929,3816.61,HDFC Life,29,0,one-time
CARD-Indigo-REF254237,1529.11,Indigo,32,0,one-time
RECURRING-MONTHLY-CARD-IOC-REF343233,1948.01,IOC,21,1,monthly
UPI-ZERODHA-9087178202@ybl-693465,4760.96,Zerodha,37,0,one-time
NEFT-SWIGGY-REF315072,479.21,Swiggy,33,0,one-time
RECURRING-MONTHLY-IMPS-Zomato-REF275259,1114.04,Zomato,28,1,monthly
CARD-44342957,20970.36,,270,0,one-time
RECURRING-DAILY-CARD-Bajaj Allianz-REF549074,8464.62,Bajaj Allianz,20,1,daily
UPI-UDEMY-8798258896@ybl-972632,21253.65,Udemy,39,0,one-time
RECURRING-QUARTERLY-NEFT-Moneycontrol-REF152801,35838.25,Moneycontrol,20,1,quarterly
NEFT-ZOMATO-REF611508,38181.0,Zomato,23,0,one-time
NEFT-Cure.fit-REF120524,1639.54,Cure.fit,20,0,one-time
IMPS-Upstox-REF738862,37270.81,Upstox,20,0,one-time
NEFT-PayU-REF581275,8577.25,PayU,20,0,one-time
RECURRING-MONTHLY-UPI-BigBasket-REF692829,2397.25,BigBasket,36,1,monthly
RECURRING-MONTHLY-NEFT-LIC-REF251694,6040.25,LIC,26,1,monthly
CARD-KFC-REF949783,1002.78,KFC,37,0,one-time
NEFT-EMPLOYER-REF317794,10885.38,,270,0,one-time
RECURRING-MONTHLY-UPI-HDFC LIFE-7801813428@ybl-565653,5577.55,HDFC Life,29,1,monthly
NACH-PROVIDER-756225,40520.76,,270,0,one-time
UPI-JOHN DOE-5999185367@okhdfcbank,31940.31,,270,0,one-time
RECURRING-MONTHLY-IMPS-HDFC Life-REF669233,7999.83,HDFC Life,27,1,monthly
RECURRING-MONTHLY-NACH-LinkedIn Learning-REF811545,1623.35,LinkedIn Learning,20,1,monthly
NACH-Paytm-REF432843,1557.08,Paytm,20,0,one-time
RECURRING-MONTHLY-CARD-IOC-REF343233,1981.38,IOC,20,1,monthly
IMPS-PERSON A-707569,9946.4,,318,0,one-time
IMPS-PERSON A-617072,22549.49,Amazon,39,0,one-time
NEFT-EMPLOYER-REF106322,43679.35,,270,0,one-time
CARD-Prime Video-REF868288,351.26,Prime Video,40,0,one-time
RECURRING-MONTHLY-RECURRING-QUARTERLY-CARD-Moneycontrol-REF536570,35373.24,Moneycontrol,20,1,monthly
UPI-JANE SMITH-2167722205@okhdfcbank,3145.7,,270,0,one-time
RECURRING-MONTHLY-RTGS-LinkedIn Learning-REF611799,4677.71,LinkedIn Learning,20,1,monthly
NEFT-IOC-REF735432,1227.37,IOC,20,0,one-time
NEFT-Amazon-REF185115,3258.28,Amazon,39,0,one-time
CARD-15485475,45732.25,Myntra,36,0,one-time
RECURRING-MONTHLY-NEFT-Blinkit-REF469159,2318.46,Blinkit,35,1,monthly
NACH-Zerodha-REF851969,42675.39,Zerodha,32,0,one-time
RECURRING-MONTHLY-IMPS-Kuvera-REF746838,8297.74,Kuvera,27,1,monthly
RECURRING-QUARTERLY-CARD-HDFC Life-REF998166,9044.91,HDFC Life,29,1,quarterly
NEFT-Swiggy-REF778700,644.65,Swiggy,33,0,one-time
NACH-PROVIDER-395764,111.96,,257,0,one-time
RECURRING-MONTHLY-NEFT-Medibuddy-REF523931,5136.18,Medibuddy,20,1,monthly
RECURRING-MONTHLY-CARD-Moneycontrol-REF707545,47376.15,Moneycontrol,20,1,monthly
UPI-MakeMyTrip-REF212224,8200.33,MakeMyTrip,31,0,one-time
UPI-ZERODHA-3424259616@ybl-526560,9597.82,Zerodha,34,0,one-time
RECURRING-MONTHLY-IMPS-Razorpay-REF255679,33218.58,Razorpay,20,1,monthly
IMPS-Skyscanner-REF346702,7044.92,Skyscanner,29,0,one-time
RTGS-Caltex-REF800550,2113.01,Caltex,20,0,one-time
NACH-PRIME VIDEO-616912,33853.64,Prime Video,40,0,one-time
IMPS-PERSON B-069226,7301.5,,270,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-SPOTIFY-2772693993@ybl-502678,682.41,Spotify,48,1,monthly
NEFT-MakeMyTrip-REF660225,7484.53,MakeMyTrip,31,0,one-time
RECURRING-MONTHLY-NEFT-ICICI Lombard-REF782143,8847.96,ICICI Lombard,18,1,monthly
RECURRING-MONTHLY-NEFT-Cure.fit-REF267270,2769.44,Cure.fit,20,1,monthly
NEFT-INDIGO-REF807498,1104.81,Indigo,32,0,one-time
NACH-Fortis-REF823382,4244.96,Fortis,32,0,one-time
RECURRING-MONTHLY-UPI-LIC-9755344761@ybl-637844,4312.35,LIC,27,1,monthly
