narration,amount,direction,channel,merchant,intent,category
NEFT-SPOTIFY-REF209597,10180.39,debit,neft,Spotify,entertainment,entertainment
UPI-ZERODHA-3772356687@ybl-361972,8245.71,debit,upi,Zerodha,investment,investments
NACH-KFC-REF534967,2119.74,debit,nach,KFC,food,dining
NACH-PROVIDER-176186,39157.57,debit,nach,,cash_withdrawal,transfers
IMPS-PERSON B-784043,35010.77,credit,imps,,income,salary
IMPS-Ola-REF147803,12062.75,debit,imps,Ola,travel,travel
RTGS-COURSERA-REF518937,9472.16,debit,rtgs,Coursera,self_transfer,education
IIT-UPI-JOHN DOE-0220212633@okhdfcbank,71759.8,credit,card,,salary,salary
IMPS-Starbucks-REF168908,1823.63,debit,imps,Starbucks,food,dining
UPI-Kuvera-REF643667,38043.53,debit,neft,Kuvera,investment,investments
RTGS-BSNL-REF202172,2311.45,debit,rtgs,BSNL,utilities,utilities
NEFT-EMPLOYER-REF200750,28472.78,debit,neft,,loan_payment,personal_care
RTGS-Blinkit-REF685210,953.88,debit,rtgs,Blinkit,grocery,groceries
IMPS-PERSON A-798955,10819.66,credit,imps,Flipkart,cashback,shopping
NACH-KFC-REF565823,1163.04,debit,nach,KFC,food,dining
NACH-PROVIDER-395764,95.91,debit,nach,,emi_payment,emi
UPI-JOHN DOE-0747551820@okhdfcbank,25811.96,debit,upi,,peer_transfer,transfers
NEFT-AIRTEL-REF498958,28664.52,debit,neft,Airtel,utilities,utilities
UPI-Upstox-REF192060,41910.1,debit,neft,Upstox,investment,investments
NEFT-Amazon-REF592690,1317.41,debit,neft,Amazon,shopping,shopping
IMPS-PERSON B-481769,32830.37,debit,imps,KFC,education,dining
CARD-22059507,20568.17,credit,card,,income,salary
UPI-UberEats-REF517154,1430.13,debit,upi,UberEats,food,food
UPI-SPOTIFY-8564388837@ybl-573406,812.6,debit,upi,Spotify,subscription,subscriptions
IMPS-PERSON B-395187,455.73,debit,imps,UberEats,food,food
UPI-COURSERA-4412917598@ybl-536309,48939.07,debit,upi,Coursera,self_transfer,education
NEFT-Byju's-REF296213,793.89,debit,upi,Byju's,education,education
NACH-Netflix-REF318028,502.76,debit,nach,Netflix,subscription,entertainment
NEFT-Zomato-REF999519,1452.15,debit,neft,Zomato,food,food
UPI-UDEMY-1508920286@ybl-100846,4855.17,debit,upi,Udemy,education,education
UPI-MakeMyTrip-REF351835,3220.71,debit,upi,MakeMyTrip,travel,travel
NEFT-Zomato-REF552510,659.07,debit,neft,Zomato,food,food
IMPS-PERSON B-665714,8150.63,credit,imps,,income,salary
IMPS-Uber-REF853972,7753.75,debit,imps,Uber,travel,travel
UPI-CRED-REF635716,28378.64,debit,upi,CRED,credit_card_payment,credit_card_payments
RTGS-YouTube Premium-REF544494,720.03,debit,rtgs,YouTube Premium,subscription,entertainment
NEFT-Shell-REF358685,900.82,debit,neft,Shell,fuel,fuel
NEFT-PayU-REF546127,5567.4,debit,neft,PayU,credit_card_payment,credit_card_payments
CARD-Flipkart-REF982664,3246.42,debit,card,Flipkart,shopping,shopping
EMPLOYER-INFOSYS-NACH-UDEMY-133950,98364.69,credit,nach,Udemy,salary,education
UPI-Ola-REF835050,12434.84,debit,neft,Ola,travel,travel
UPI-HDFC LIFE-1340301895@ybl-464840,5002.39,debit,upi,HDFC Life,insurance,insurance
RTGS-PayU-REF353862,42435.13,debit,rtgs,PayU,credit_card_payment,credit_card_payments
NACH-Zerodha-REF810684,44569.98,debit,nach,Zerodha,investment,investments
CARD-Paytm-REF948855,3020.75,debit,card,Paytm,shopping,shopping
COMPANY-UPI-LANDLORD-6617139656@okhdfcbank,83348.89,credit,upi,,salary,salary
NACH-Prime Video-REF868168,370.39,debit,nach,Prime Video,subscription,entertainment
UPI-Zerodha-REF436644,9822.08,debit,card,Zerodha,investment,investments
NACH-PayU-REF618658,44700.38,debit,nach,PayU,credit_card_payment,credit_card_payments
CARD-Medibuddy-REF970726,9401.84,debit,card,Medibuddy,healthcare,healthcare
NACH-PROVIDER-504553,24329.65,debit,nach,,cash_withdrawal,transfers
RTGS-SPOTIFY-REF002018,21979.56,credit,rtgs,Spotify,cashback,entertainment
CARD-TATA Power-REF672631,2092.94,debit,card,TATA Power,utilities,utilities
NACH-UberEats-REF290744,538.59,debit,upi,UberEats,food,food
NACH-OYO-REF415879,6464.14,debit,nach,OYO,travel,travel
IIT-UPI-JOHN DOE-0220212633@okhdfcbank,79614.43,credit,upi,,salary,salary
RTGS-Jio-REF236535,3147.94,debit,rtgs,Jio,utilities,utilities
IMPS-IRCTC-REF658685,3885.79,debit,imps,IRCTC,travel,travel
IMPS-PERSON B-038598,500.72,debit,imps,Apollo,healthcare,healthcare
NEFT-OYO-REF854306,8406.69,debit,neft,OYO,travel,travel
UPI-CRED-2995718137@ybl-502141,22742.91,debit,upi,CRED,credit_card_payment,credit_card_payments
PAYROLL-UPI-JOHN DOE-2768040250@okhdfcbank,93808.65,credit,upi,,salary,salary
RTGS-SPOTIFY-REF314577,4510.89,debit,rtgs,Spotify,entertainment,entertainment
RTGS-Netflix-REF374069,293.54,debit,rtgs,Netflix,subscription,entertainment
CARD-Bajaj Allianz-REF839551,2940.16,debit,neft,Bajaj Allianz,insurance,insurance
CARD-Apollo-REF361283,8216.2,debit,card,Apollo,healthcare,healthcare
PAYROLL-NACH-UDEMY-507967,97183.62,credit,nach,Udemy,salary,education
IMPS-Zerodha-REF718563,6771.83,debit,card,Zerodha,investment,investments
RTGS-Zepto-REF586098,2800.2,debit,card,Zepto,grocery,groceries
NACH-Byju's-REF932878,1757.59,debit,card,Byju's,education,education
NACH-Myntra-REF504457,1412.45,debit,nach,Myntra,shopping,shopping
NACH-Cure.fit-REF324898,1394.36,debit,nach,Cure.fit,healthcare,personal_care
UPI-Amazon-REF782254,2734.25,debit,upi,Amazon,shopping,shopping
SALARY-UPI-JOHN DOE-8008495500@okhdfcbank,120960.75,credit,upi,,salary,salary
NACH-Netflix-REF253875,750.62,debit,nach,Netflix,subscription,entertainment
RTGS-TATA Power-REF570089,1945.62,debit,rtgs,TATA Power,utilities,utilities
IMPS-Netflix-REF996545,767.16,debit,imps,Netflix,subscription,entertainment
UPI-CRED-3408088654@ybl-578486,6733.38,debit,upi,CRED,credit_card_payment,credit_card_payments
CARD-Practo-REF839183,2184.07,debit,card,Practo,healthcare,healthcare
IMPS-PERSON B-395187,443.23,debit,imps,UberEats,food,food
IMPS-TATA Power-REF197129,2476.35,debit,imps,TATA Power,utilities,utilities
CARD-Bajaj Allianz-REF157061,3273.89,debit,card,Bajaj Allianz,insurance,insurance
IMPS-1mg-REF321352,2100.32,debit,imps,1mg,healthcare,healthcare
CARD-Vodafone-REF141415,3157.5,debit,card,Vodafone,utilities,utilities
RTGS-BookMyShow-REF617475,490.54,debit,rtgs,BookMyShow,entertainment,entertainment
UPI-LANDLORD-6092381096@okhdfcbank,22646.23,debit,upi,,rent,rent
RTGS-Myntra-REF442174,4046.53,debit,upi,Myntra,shopping,shopping
CARD-Razorpay-REF915109,40168.51,debit,card,Razorpay,credit_card_payment,credit_card_payments
IMPS-Practo-REF325011,7672.93,debit,imps,Practo,healthcare,healthcare
UPI-ICICI Pru-REF425147,2273.4,debit,upi,ICICI Pru,insurance,insurance
IMPS-PhonePe-REF902285,2439.55,debit,imps,PhonePe,shopping,shopping
SALARY-UPI-LANDLORD-9563651637@okhdfcbank,112400.76,credit,upi,,salary,salary
IMPS-PERSON A-478301,613.5,debit,upi,Blinkit,grocery,groceries
UPI-CRED-4356428134@ybl-255929,15931.96,debit,upi,CRED,credit_card_payment,credit_card_payments
IMPS-CRED-REF637989,35226.49,debit,imps,CRED,credit_card_payment,credit_card_payments
NEFT-EMPLOYER-REF919748,15302.68,debit,neft,,emi_payment,emi
UPI-Upstox-REF300460,46231.45,debit,upi,Upstox,investment,investments
NEFT-BookMyShow-REF223361,482.65,debit,neft,BookMyShow,entertainment,entertainment
RTGS-BANK-REF687395,38833.11,credit,rtgs,,income,salary
PAYROLL-UPI-JOHN DOE-1424039274@okhdfcbank,116318.35,credit,upi,,salary,salary
RTGS-BANK-REF384460,17193.97,credit,rtgs,,income,salary
IMPS-PERSON B-902074,707.37,debit,imps,KFC,subscription,dining
RTGS-BIGBASKET-REF766727,1578.65,debit,rtgs,BigBasket,grocery,groceries
UPI-MakeMyTrip-REF212224,8200.33,debit,upi,MakeMyTrip,travel,travel
CARD-ICICI Lombard-REF267275,6315.92,debit,card,ICICI Lombard,insurance,insurance
UPI-JANE SMITH-0004301140@ybl,39451.96,debit,upi,,self_transfer,transfers
NACH-Bajaj Allianz-REF607907,4959.38,debit,nach,Bajaj Allianz,insurance,insurance
NEFT-Myntra-REF482948,2017.07,debit,neft,Myntra,shopping,shopping
RTGS-MakeMyTrip-REF586459,4199.47,debit,upi,MakeMyTrip,travel,travel
IMPS-PERSON B-784043,35010.77,credit,imps,,income,salary
CARD-YouTube Premium-REF419677,848.95,debit,card,YouTube Premium,subscription,entertainment
UPI-CRED-4356428134@ybl-255929,15931.96,debit,upi,CRED,credit_card_payment,credit_card_payments
UPI-ICICI PRU-7294384972@ybl-853761,11121.55,debit,card,ICICI Pru,insurance,insurance
CARD-LIC-REF501867,9158.51,debit,card,LIC,insurance,insurance
IMPS-PERSON B-757188,9591.56,credit,imps,,income,salary
IMPS-Coursera-REF956932,2995.38,debit,imps,Coursera,education,education
UPI-Groww-REF272114,40945.41,debit,upi,Groww,investment,investments
IMPS-PERSON B-895694,38932.7,debit,imps,Jio,utilities,utilities
NACH-Fortis-REF810029,6894.82,debit,nach,Fortis,healthcare,healthcare
RTGS-IOC-REF583394,2123.73,debit,rtgs,IOC,fuel,fuel
NEFT-PhonePe-REF151969,2951.09,debit,neft,PhonePe,shopping,shopping
NEFT-EMPLOYER-REF380187,10127.26,debit,neft,,rent,personal_care
UPI-Zepto-REF155792,1528.31,debit,upi,Zepto,grocery,groceries
UPI-PRIME VIDEO-7379098146@ybl-558577,38571.51,debit,upi,Prime Video,entertainment,entertainment
IMPS-Indigo-REF768607,1267.69,debit,imps,Indigo,fuel,fuel
NACH-Apollo-REF373834,4164.48,debit,neft,Apollo,healthcare,healthcare
CARD-CRED-REF172258,6368.33,debit,card,CRED,credit_card_payment,credit_card_payments
CARD-Jio-REF182931,763.65,debit,upi,Jio,utilities,utilities
NACH-LinkedIn Learning-REF131276,3640.3,debit,nach,LinkedIn Learning,education,education
IMPS-CRED-REF637989,32099.36,debit,imps,CRED,credit_card_payment,credit_card_payments
RTGS-Airtel-REF779029,4647.41,debit,rtgs,Airtel,utilities,utilities
CARD-01932254,8964.04,debit,card,Fortis,healthcare,healthcare
IMPS-BigBasket-REF362791,1457.53,debit,imps,BigBasket,grocery,groceries
NEFT-Upstox-REF229718,49934.07,debit,neft,Upstox,investment,investments
UPI-BLINKIT-5666369023@ybl-642079,1777.11,credit,upi,Blinkit,refund,groceries
IMPS-PERSON A-509557,247.56,debit,imps,,cash_withdrawal,transfers
IMPS-PERSON B-784043,35010.77,credit,imps,,income,salary
NACH-SPOTIFY-335039,20737.74,credit,nach,Spotify,cashback,entertainment
RTGS-Razorpay-REF833419,39418.8,debit,rtgs,Razorpay,credit_card_payment,credit_card_payments
IMPS-Zomato-REF147316,973.06,debit,imps,Zomato,food,food
RTGS-Flipkart-REF166501,2386.05,debit,imps,Flipkart,shopping,shopping
UPI-PayU-REF538482,39064.56,debit,upi,PayU,credit_card_payment,credit_card_payments
UPI-OYO-REF752765,13651.39,debit,upi,OYO,travel,travel
NEFT-Hotstar-REF481677,734.49,debit,neft,Hotstar,subscription,entertainment
NEFT-EMPLOYER-REF826620,17547.54,credit,neft,,income,salary
NACH-INDIGO-618945,1384.07,debit,nach,Indigo,fuel,fuel
RTGS-Zepto-REF586098,2800.2,debit,rtgs,Zepto,grocery,groceries
IMPS-PERSON A-617072,22079.12,credit,imps,Amazon,cashback,shopping
IMPS-PERSON B-755455,12609.74,credit,imps,Zepto,refund,groceries
RTGS-Practo-REF685411,9366.56,debit,rtgs,Practo,healthcare,healthcare
INFOSYS-NACH-UDEMY-133950,98364.69,credit,nach,Udemy,salary,education
UPI-LANDLORD-7240608171@ybl,32777.93,debit,upi,,rent,rent
NEFT-FLIPKART-REF629586,34247.14,credit,upi,Flipkart,cashback,shopping
RTGS-Skyscanner-REF675313,13591.51,debit,rtgs,Skyscanner,travel,travel
RTGS-BigBasket-REF612183,1397.44,debit,rtgs,BigBasket,grocery,groceries
UPI-Udemy-REF672106,2158.45,debit,upi,Udemy,education,education
RTGS-Paytm-REF438012,2668.01,debit,rtgs,Paytm,shopping,shopping
RTGS-Jio-REF236535,3469.86,debit,rtgs,Jio,utilities,utilities
CARD-Unacademy-REF781976,717.54,debit,card,Unacademy,education,education
CARD-57238010,1206.15,debit,card,Udemy,investment,education
NEFT-Coursera-REF409214,2759.02,debit,neft,Coursera,education,education
UPI-Indigo-REF785235,678.4,debit,upi,Indigo,fuel,fuel
NACH-BigBasket-REF212808,1809.17,debit,nach,BigBasket,grocery,groceries
UPI-SPOTIFY-4916369381@ybl-029967,334.55,debit,upi,Spotify,subscription,subscriptions
CARD-Vodafone-REF286380,4533.72,debit,card,Vodafone,utilities,utilities
NEFT-Amazon-REF424263,4124.37,debit,neft,Amazon,shopping,shopping
UPI-JOHN DOE-2475634343@okhdfcbank,28790.25,debit,upi,,rent,rent
NACH-Groww-REF269490,38602.1,debit,nach,Groww,investment,investments
IMPS-IOC-REF356177,736.53,debit,imps,IOC,fuel,fuel
UPI-JOHN DOE-6377044148@okhdfcbank,13334.1,debit,upi,,peer_transfer,transfers
UPI-JOHN DOE-6541376725@ybl,31622.76,debit,neft,,rent,rent
UPI-Upstox-REF300460,46231.45,debit,upi,Upstox,investment,investments
IMPS-Shell-REF305506,778.23,debit,imps,Shell,fuel,fuel
RTGS-BigBasket-REF541626,1626.62,debit,rtgs,BigBasket,grocery,groceries
NEFT-Moneycontrol-REF608145,36062.25,debit,neft,Moneycontrol,investment,investments
ACCENTURE-UPI-JANE SMITH-9182871223@ybl,110855.21,credit,imps,,salary,salary
UPI-UberEats-REF517154,1430.13,debit,upi,UberEats,food,food
RTGS-HP-REF858264,566.63,debit,rtgs,HP,fuel,fuel
IMPS-PERSON B-062336,606.81,debit,imps,Starbucks,food,dining
UPI-Vodafone-REF788886,1270.08,debit,upi,Vodafone,utilities,utilities
RTGS-Razorpay-REF463824,32716.13,debit,rtgs,Razorpay,credit_card_payment,credit_card_payments
UPI-ICICI Pru-REF551245,7954.01,debit,upi,ICICI Pru,insurance,insurance
UPI-BigBasket-REF820199,1897.82,debit,upi,BigBasket,grocery,groceries
UPI-KUVERA-4062806274@ybl-449316,5638.45,debit,upi,Kuvera,investment,investments
SALARY-UPI-LANDLORD-3216499065@okhdfcbank,76691.9,credit,upi,,salary,salary
CARD-Ola-REF340339,10878.19,debit,card,Ola,travel,travel
CARD-27653545,46135.63,credit,card,Prime Video,cashback,entertainment
NEFT-Indigo-REF764265,1159.4,debit,neft,Indigo,fuel,fuel
RTGS-Google Pay-REF114521,2009.63,debit,rtgs,Google Pay,shopping,shopping
UPI-SPOTIFY-1596420015@ybl-497079,733.09,debit,upi,Spotify,subscription,subscriptions
UPI-Google Pay-REF457772,2518.3,debit,upi,Google Pay,shopping,shopping
CARD-Practo-REF839183,2234.99,debit,upi,Practo,healthcare,healthcare
CARD-Swiggy-REF963257,943.98,debit,card,Swiggy,food,food
IMPS-PhonePe-REF709320,2855.26,debit,imps,PhonePe,shopping,shopping
IMPS-PERSON A-803671,22093.69,credit,imps,,income,salary
IMPS-LIC-REF717867,2708.76,debit,imps,LIC,insurance,insurance
RTGS-NETFLIX-REF099115,3592.25,debit,rtgs,Netflix,entertainment,entertainment
NACH-Practo-REF805962,2651.44,debit,nach,Practo,healthcare,healthcare
CARD-Udemy-REF839301,4619.03,debit,card,Udemy,education,education
CARD-33201749,7749.9,debit,card,Coursera,education,education
RTGS-Blinkit-REF113596,2349.3,debit,rtgs,Blinkit,grocery,groceries
NEFT-MYNTRA-REF336550,29933.6,debit,neft,Myntra,education,shopping
NEFT-PayU-REF853360,45374.47,debit,neft,PayU,credit_card_payment,credit_card_payments
NACH-PROVIDER-113707,25726.91,debit,nach,,emi_payment,emi
IMPS-PERSON B-848968,7514.04,debit,imps,Skyscanner,travel,travel
UPI-ICICI Pru-REF795179,5072.69,debit,upi,ICICI Pru,insurance,insurance
CARD-Udemy-REF839301,4619.03,debit,card,Udemy,education,education
NEFT-UberEats-REF180012,1245.2,debit,neft,UberEats,food,food
IMPS-HP-REF408423,897.13,debit,imps,HP,fuel,fuel
UPI-PRIME VIDEO-4424111451@ybl-522781,4933.85,debit,imps,Prime Video,entertainment,entertainment
CARD-HDFC Life-REF893314,6617.41,debit,card,HDFC Life,insurance,insurance
NACH-Paytm-REF746112,1844.19,debit,nach,Paytm,shopping,shopping
CARD-08164758,13798.95,debit,card,KFC,insurance,dining
UPI-OYO-REF489382,10796.56,debit,upi,OYO,travel,travel
IMPS-PERSON B-308494,22445.85,debit,card,Fortis,healthcare,healthcare
RTGS-Prime Video-REF407005,651.41,debit,rtgs,Prime Video,subscription,entertainment
CARD-22059507,20568.17,credit,card,,income,salary
IMPS-OYO-REF501922,4387.32,debit,imps,OYO,travel,travel
RTGS-Razorpay-REF463824,30634.56,debit,rtgs,Razorpay,credit_card_payment,credit_card_payments
RTGS-PhonePe-REF675471,4639.41,debit,rtgs,PhonePe,shopping,shopping
NEFT-Myntra-REF482948,1856.54,debit,imps,Myntra,shopping,shopping
NACH-Razorpay-REF550025,35856.4,debit,nach,Razorpay,credit_card_payment,credit_card_payments
RTGS-Zomato-REF601798,556.65,debit,rtgs,Zomato,food,food
IMPS-Uber-REF853972,7753.75,debit,imps,Uber,travel,travel
IMPS-PERSON B-079174,460.8,debit,imps,KFC,food,dining
NACH-Ola-REF946067,11993.52,debit,nach,Ola,travel,travel
IMPS-Razorpay-REF146077,7194.66,debit,imps,Razorpay,credit_card_payment,credit_card_payments
UPI-SPOTIFY-7567921611@ybl-534515,664.76,debit,upi,Spotify,subscription,subscriptions
NEFT-PhonePe-REF466671,2091.5,debit,neft,PhonePe,shopping,shopping
RTGS-Apollo-REF813790,1092.73,debit,rtgs,Apollo,healthcare,healthcare
NACH-PROVIDER-862445,16739.91,debit,nach,,self_transfer,transfers
NACH-Hotstar-REF171325,636.55,debit,nach,Hotstar,subscription,entertainment
NACH-PROVIDER-353759,22524.98,credit,nach,,income,salary
UPI-Zerodha-REF436644,9822.08,debit,upi,Zerodha,investment,investments
CARD-58190416,14816.27,debit,card,,self_transfer,transfers
CARD-80990591,703.79,debit,card,Zepto,grocery,groceries
UPI-1mg-REF502477,2319.4,debit,upi,1mg,healthcare,healthcare
NACH-ICICI Lombard-REF976631,7626.95,debit,upi,ICICI Lombard,insurance,insurance
UPI-Uber-REF860381,12626.94,debit,upi,Uber,travel,travel
UPI-UDEMY-9386708064@ybl-100846,3730.39,debit,upi,Udemy,education,education
IMPS-OYO-REF663325,12009.76,debit,imps,OYO,travel,travel
NACH-Unacademy-REF459087,2289.55,debit,nach,Unacademy,education,education
UPI-OYO-REF734786,5850.67,debit,upi,OYO,travel,travel
UPI-LIC-7533122549@ybl-637844,4312.35,debit,upi,LIC,insurance,insurance
UPI-AMAZON-5818740418@ybl-653428,36068.69,credit,upi,Amazon,refund,shopping
UPI-JOHN DOE-3900143148@okhdfcbank,30823.27,debit,upi,,self_transfer,transfers
CARD-YouTube Premium-REF281012,278.81,debit,card,YouTube Premium,subscription,entertainment
NACH-Razorpay-REF273854,23426.12,debit,nach,Razorpay,credit_card_payment,credit_card_payments
RTGS-OYO-REF259695,8034.44,debit,rtgs,OYO,travel,travel
CARD-OYO-REF773364,5740.03,debit,card,OYO,travel,travel
IMPS-1mg-REF868825,5596.41,debit,imps,1mg,healthcare,healthcare
RTGS-KFC-REF993148,1817.87,debit,card,KFC,food,dining
CARD-Kuvera-REF456693,8663.16,debit,card,Kuvera,investment,investments
RTGS-Caltex-REF437770,1158.09,debit,rtgs,Caltex,fuel,fuel
RTGS-Fortis-REF937768,1783.17,debit,rtgs,Fortis,healthcare,healthcare
UPI-Skyscanner-REF160853,1946.69,debit,upi,Skyscanner,travel,travel
RTGS-Cure.fit-REF997489,2342.88,debit,rtgs,Cure.fit,healthcare,personal_care
INFOSYS-NACH-UDEMY-133950,98364.69,credit,nach,Udemy,salary,education
NEFT-1mg-REF287879,5126.56,debit,neft,1mg,healthcare,healthcare
IMPS-IRCTC-REF527413,11868.28,debit,imps,IRCTC,travel,travel
UPI-1mg-REF772431,6886.57,debit,upi,1mg,healthcare,healthcare
RTGS-Coursera-REF561896,3180.16,debit,imps,Coursera,education,education
UPI-FORTIS-8564400877@ybl-102716,25269.3,debit,upi,Fortis,healthcare,healthcare
NEFT-PRIME VIDEO-REF949765,34457.75,credit,neft,Prime Video,cashback,entertainment
UPI-LANDLORD-1144647002@okhdfcbank,18332.71,debit,neft,,rent,rent
RTGS-AMAZON-REF939641,1727.11,debit,card,Amazon,education,shopping
NEFT-SWIGGY-REF315072,487.14,debit,neft,Swiggy,food,food
UPI-JOHN DOE-9814949682@okhdfcbank,47458.17,debit,upi,,peer_transfer,transfers
NACH-AIRTEL-873496,32882.21,debit,nach,Airtel,utilities,utilities
NEFT-PhonePe-REF151969,2951.09,debit,neft,PhonePe,shopping,shopping
RTGS-BANK-REF758843,9266.32,debit,rtgs,,self_transfer,transfers
NEFT-ICICI Pru-REF481817,6662.04,debit,neft,ICICI Pru,insurance,insurance
IMPS-CRED-REF605972,16980.89,debit,imps,CRED,credit_card_payment,credit_card_payments
UPI-MYNTRA-2808817435@ybl-598642,23636.27,credit,upi,Myntra,refund,shopping
UPI-YouTube Premium-REF932121,449.44,debit,upi,YouTube Premium,subscription,entertainment
COMPANY-SALARY-UPI-JANE SMITH-8687593586@okhdfcbank,88996.37,credit,upi,,salary,salary
IMPS-PERSON B-762966,367.23,debit,imps,Udemy,subscription,education
UPI-LANDLORD-2182960372@okhdfcbank,47326.75,debit,upi,,cash_withdrawal,transfers
UPI-SPOTIFY-1170109452@ybl-014127,252.09,debit,upi,Spotify,subscription,subscriptions
RTGS-UDEMY-REF544955,46374.81,debit,rtgs,Udemy,education,education
CARD-13130419,39732.78,debit,card,,cash_withdrawal,transfers
IMPS-HP-REF633675,1809.35,debit,imps,HP,fuel,fuel
IMPS-PERSON A-054605,1585.36,debit,imps,Indigo,fuel,fuel
UPI-Zomato-REF278292,973.11,debit,upi,Zomato,food,food
CARD-13130419,47441.3,debit,card,,cash_withdrawal,transfers
NEFT-EMPLOYER-REF118736,30261.57,credit,neft,,income,salary
INFOSYS-NACH-UDEMY-133950,98364.69,credit,nach,Udemy,salary,education
CARD-Spotify-REF747811,323.4,debit,card,Spotify,subscription,entertainment
UPI-Byju's-REF894592,4755.05,debit,upi,Byju's,education,education
